site           roi   direction          sf
16.0          92.0       150.0      2.7448
16.0          93.0         0.0      2.4628
16.0          94.0       330.0      2.8754
16.0          95.0       180.0      3.8593
16.0          96.0       330.0      2.9658
16.0          97.0       150.0      2.8312
16.0          98.0       330.0      3.4095
16.0          99.0       180.0      3.3055
16.0         100.0       150.0      2.7448
16.0         101.0       330.0      3.0591
16.0         102.0       150.0      2.9658
16.0         103.0       150.0      3.3055
16.0         104.0       180.0      4.9446
16.0         105.0       150.0      3.4627
16.0         106.0       180.0      4.5761
16.0         107.0       210.0      2.7026
16.0         108.0       330.0      2.9658
16.0         109.0       210.0      2.3509
16.0         110.0        30.0      3.4095
16.0         111.0       180.0      3.7415
16.0         112.0       150.0      2.8754
16.0         113.0       150.0      2.9658
16.0         114.0       150.0      3.3055
16.0         115.0       210.0      2.6202
16.0         116.0       150.0      2.7448
16.0         117.0       240.0      2.7876
16.0         118.0       120.0      2.7448
16.0         119.0       150.0       10.24
16.0         120.0       150.0      3.7415
16.0         121.0        90.0      2.3876
16.0         122.0       150.0      2.5403
16.0         123.0        30.0      2.9658
16.0         124.0       210.0      3.5716
16.0         125.0         0.0      5.2607
16.0         126.0         0.0      5.1798
16.0         127.0        90.0      2.2097
16.0         128.0       150.0      2.7448
16.0         129.0       240.0      2.6611
16.0         130.0       180.0      5.9547
16.0         131.0        60.0       2.045
16.0         132.0        60.0      2.3148
16.0         133.0        60.0      2.3876
16.0         134.0         0.0      2.7876
16.0         135.0       180.0      2.4249
16.0         136.0        60.0      2.1757
16.0         137.0       180.0      2.9202
16.0         138.0        60.0      2.7448
16.0         139.0       240.0      4.7201
16.0         140.0       150.0      2.8312
16.0         141.0        60.0      2.2792
16.0         142.0       150.0      2.9202
16.0         143.0       270.0      2.1757
16.0         144.0        90.0      2.5012
16.0         145.0        60.0      2.3148
16.0         146.0       240.0      3.1554
16.0         147.0        60.0      2.6611
16.0         148.0       240.0       3.684
16.0         149.0       330.0      2.5799
16.0         150.0        90.0      0.9139
16.0         151.0       330.0      2.3876
16.0         152.0        30.0       3.684
16.0         153.0       240.0      3.0591
16.0         154.0       150.0      1.3254
16.0         155.0       180.0      4.0428
16.0         156.0       270.0      1.9826
16.0         157.0       240.0      3.4627
16.0         158.0       240.0      2.5799
16.0         159.0       120.0      3.0591
16.0         160.0       240.0      3.5168
16.0         161.0         0.0      2.0136
16.0         162.0       180.0      1.7247
16.0         163.0        90.0      0.9139
16.0         164.0        90.0      3.4627
16.0         165.0       180.0      2.1094
16.0         166.0        90.0      1.9826
16.0         167.0       330.0       3.684
16.0         168.0       120.0      0.8999
16.0         169.0       330.0      3.8593
16.0         170.0       240.0      2.6611
16.0         171.0       270.0      1.8926
16.0         172.0       150.0      1.2458
16.0         173.0       270.0      1.9222
16.0         174.0       330.0      2.5799
16.0         175.0       300.0      3.5716
16.0         176.0       150.0      2.1423
16.0         177.0        90.0      3.5716
16.0         178.0       240.0      2.9202
16.0         179.0       240.0      3.6274
16.0         180.0       210.0      4.9446
16.0         181.0        60.0        0.64
16.0         182.0       270.0      5.0218
16.0         183.0       240.0      3.5716
16.0         184.0       150.0      2.5403
16.0         185.0       330.0      2.7026
16.0         186.0       270.0      1.9826
16.0         187.0       240.0      3.5716
16.0         188.0        30.0      1.9826
16.0         189.0         0.0      5.2607
16.0         190.0        90.0      3.6274
16.0         191.0       240.0      2.8312
16.0         192.0       240.0      3.1554
16.0         193.0        90.0      3.0591
16.0         194.0        60.0      2.7876
16.0         195.0        90.0      3.5716
16.0         196.0         0.0      3.0591
16.0         197.0       240.0      2.9658
16.0         198.0        90.0      0.8724
16.0         199.0       270.0      2.4249
16.0         200.0       300.0      2.7876
16.0         201.0       240.0      2.5799
16.0         202.0       270.0      2.5799
16.0         203.0       330.0      1.9222
16.0         204.0       330.0      3.5168
16.0         205.0       240.0      3.0591
16.0         206.0       150.0      2.7026
17.0           0.0       210.0       2.045
17.0           1.0       270.0      1.8067
17.0           2.0       300.0      1.8926
17.0           3.0       210.0      1.9222
17.0           4.0       270.0      1.9222
17.0           5.0       300.0      1.5961
17.0           6.0       210.0      3.1069
17.0           7.0       180.0       0.859
17.0           8.0       270.0      1.7789
17.0           9.0       300.0      1.8926
17.0          10.0       330.0      1.3884
17.0          11.0       210.0      3.3055
17.0          12.0       300.0      1.8349
17.0          13.0        30.0      3.5716
17.0          14.0       240.0       2.077
17.0          15.0         0.0       2.077
17.0          16.0       180.0      1.9522
17.0          17.0       210.0      3.1554
17.0          18.0         0.0      1.3671
17.0          19.0       300.0      1.8349
17.0          20.0       330.0      1.5961
17.0          21.0       300.0      2.1757
17.0          22.0       240.0      1.8926
17.0          23.0       270.0      1.7247
17.0          24.0         0.0      0.9427
17.0          25.0        60.0      1.0186
17.0          26.0       210.0      3.1554
17.0          27.0       270.0      1.7247
17.0          28.0       120.0      1.4545
17.0          29.0       330.0      1.4101
17.0          30.0         0.0      1.8349
17.0          31.0       210.0      3.4627
17.0          32.0       150.0      1.3461
17.0          33.0       210.0      2.9658
17.0          34.0       120.0       1.305
17.0          35.0         0.0      0.9875
17.0          36.0       330.0      1.5961
17.0          37.0       330.0      1.4772
17.0          38.0       330.0      1.4772
17.0          39.0       180.0      1.6721
17.0          40.0         0.0       2.077
17.0          41.0       330.0      1.5002
17.0          42.0         0.0      0.8999
17.0          43.0       330.0       1.305
17.0          44.0       180.0       1.621
17.0          45.0       300.0      2.7026
17.0          46.0         0.0      3.5168
17.0          47.0       120.0      1.4772
17.0          48.0         0.0      1.8067
17.0          49.0        30.0      1.3254
17.0          50.0       330.0      1.4101
17.0          51.0       330.0      3.1554
17.0          52.0       330.0       1.621
17.0          53.0       330.0      2.5799
17.0          54.0       330.0        0.64
17.0          55.0        90.0        0.64
17.0          56.0         0.0      0.8999
17.0          57.0       330.0      1.8067
17.0          58.0         0.0      1.6721
17.0          59.0       330.0      1.5474
17.0          60.0       180.0      3.5716
17.0          61.0       330.0      1.6982
17.0          62.0         0.0      0.8724
17.0          63.0       330.0      1.5716
17.0          64.0       150.0      2.7876
17.0          65.0       330.0       1.621
17.0          66.0         0.0      0.9427
17.0          67.0         0.0      3.2046
17.0          68.0       330.0      3.0121
17.0          69.0       180.0      2.1423
17.0          70.0       180.0      2.1423
17.0          71.0        30.0      2.7448
17.0          72.0       330.0      3.3055
17.0          73.0       180.0      3.5716
17.0          74.0       180.0      2.5403
17.0          75.0       330.0      3.3055
17.0          76.0       330.0      3.4627
17.0          77.0       330.0      3.4627
17.0          78.0       330.0        0.64
17.0          79.0       150.0      3.2547
17.0          80.0       150.0      3.1554
17.0          81.0       180.0       3.684
17.0          82.0       180.0      2.2097
17.0          83.0       180.0      1.9222
17.0          84.0       330.0      3.0591
17.0          85.0       150.0      3.4095
17.0          86.0       150.0      3.0121
17.0          87.0       330.0      3.1554
17.0          88.0       330.0      3.1554
17.0          89.0       180.0      1.8926
17.0          90.0       180.0      3.5168
17.0          91.0       330.0      2.7876
17.0          92.0       180.0      2.5799
17.0          93.0         0.0      3.5716
17.0          94.0       330.0      3.3055
17.0          95.0       210.0      3.9807
17.0          96.0       330.0      3.3571
17.0          97.0       180.0      3.3055
17.0          98.0       150.0      3.4095
17.0          99.0       330.0      3.4627
17.0         100.0       150.0      1.3461
17.0         101.0       330.0      3.3055
17.0         102.0       150.0       3.684
17.0         103.0       330.0      3.2547
17.0         104.0        30.0      3.3571
17.0         105.0       150.0      3.5716
17.0         106.0       210.0      2.0136
17.0         107.0       180.0      3.7999
17.0         108.0       150.0      3.5168
17.0         109.0        30.0      2.5799
17.0         110.0       210.0      2.6611
17.0         111.0       150.0      3.6274
17.0         112.0        30.0      2.6611
17.0         113.0       150.0      3.5716
17.0         114.0       180.0      3.4627
17.0         115.0       180.0      3.1554
17.0         116.0       180.0      3.6274
17.0         117.0       180.0       2.045
17.0         118.0       150.0      1.3884
17.0         119.0       210.0      2.5799
17.0         120.0       150.0      3.6274
17.0         121.0        30.0      2.5799
17.0         122.0       150.0      3.5168
17.0         123.0       150.0      3.2547
17.0         124.0       150.0      3.5168
17.0         125.0       180.0      2.0136
17.0         126.0       210.0      2.7876
17.0         127.0       210.0      3.0121
17.0         128.0       120.0      2.5012
17.0         129.0        30.0      1.6721
17.0         130.0        30.0      2.7448
17.0         131.0       150.0       3.684
17.0         132.0       210.0      1.3461
17.0         133.0       150.0      3.5168
17.0         134.0       150.0      1.3671
17.0         135.0       150.0      3.2547
17.0         136.0       180.0        4.17
17.0         137.0        60.0      2.5799
17.0         138.0       150.0      3.5716
17.0         139.0        90.0      2.4628
17.0         140.0        30.0      2.3876
17.0         141.0       120.0      1.3884
17.0         142.0       150.0      3.4627
17.0         143.0       240.0      1.8926
17.0         144.0       210.0      2.5403
17.0         145.0        60.0      1.5002
17.0         146.0       120.0      1.3884
17.0         147.0         0.0      3.5716
17.0         148.0       240.0      1.9222
17.0         149.0       120.0      1.8067
17.0         150.0       150.0      1.7247
17.0         151.0        90.0        0.64
17.0         152.0       300.0      2.7876
17.0         153.0       240.0      1.9826
17.0         154.0       150.0      3.7415
17.0         155.0       120.0      3.3055
17.0         156.0       270.0      1.9522
17.0         157.0        90.0      2.5012
17.0         158.0       240.0      1.9222
17.0         159.0       150.0      3.5168
17.0         160.0       270.0      3.5168
17.0         161.0       330.0      1.4545
17.0         162.0       240.0      1.9522
17.0         163.0       240.0      3.5716
17.0         164.0        60.0        0.64
17.0         165.0       270.0      1.8349
17.0         166.0       150.0        0.64
17.0         167.0        90.0      2.5799
17.0         168.0        60.0      2.4249
17.0         169.0        90.0        0.64
17.0         170.0       120.0      2.6202
17.0         171.0       270.0      1.8067
17.0         172.0         0.0      0.8999
17.0         173.0       270.0      1.9222
17.0         174.0        90.0        0.64
17.0         175.0        90.0      2.5012
17.0         176.0        90.0      3.3055
17.0         177.0        90.0        0.64
17.0         178.0       330.0      1.4545
17.0         179.0         0.0      3.7415
17.0         180.0        90.0      2.8312
17.0         181.0        90.0      2.6202
17.0         182.0        90.0        0.64
17.0         183.0       270.0      1.8349
17.0         184.0        60.0      3.0121
17.0         185.0       120.0      1.3254
17.0         186.0       330.0      1.5002
17.0         187.0        90.0      2.7448
17.0         188.0       120.0      3.2547
17.0         189.0       180.0      2.3876
17.0         190.0       240.0      1.9826
17.0         191.0        90.0      2.6611
17.0         192.0       240.0      1.9222
17.0         193.0        60.0       1.285
17.0         194.0       240.0      3.4627
17.0         195.0        90.0      2.5799
17.0         196.0        90.0      2.6202
17.0         197.0        90.0      2.4628
17.0         198.0        60.0       3.684
17.0         199.0        90.0      2.6202
17.0         200.0        60.0      1.2078
17.0         201.0       270.0      1.9826
17.0         202.0        90.0        0.64
17.0         203.0         0.0      1.9222
17.0         204.0       330.0      1.4321
17.0         205.0       270.0      1.5961
17.0         206.0        60.0      1.9522
17.0         207.0        90.0      2.6611
17.0         208.0       270.0      1.8067
17.0         209.0       300.0      2.7026
17.0         210.0        60.0      1.0186
17.0         211.0         0.0        0.64
17.0         212.0       240.0      2.1423
17.0         213.0        90.0        0.64
17.0         214.0       270.0      1.8926
17.0         215.0       240.0      1.8067
17.0         216.0        60.0      2.7448
17.0         217.0       270.0       2.077
17.0         218.0       300.0      2.6202
17.0         219.0        90.0      2.7448
17.0         220.0       270.0      1.8635
17.0         221.0        90.0      2.6202
17.0         222.0       120.0       1.305
17.0         223.0       300.0      1.7247
17.0         224.0       240.0      2.6611
17.0         225.0       120.0      2.3148
17.0         226.0       240.0       2.077
18.0           0.0       210.0      1.6982
18.0           1.0       270.0      2.3509
18.0           2.0       150.0      1.5002
18.0           3.0       240.0      2.7026
18.0           4.0         0.0       2.045
18.0           5.0       270.0      1.5716
18.0           6.0       150.0      1.5237
18.0           7.0       210.0      1.5474
18.0           8.0       270.0      1.5002
18.0           9.0       300.0      2.7876
18.0          10.0       150.0      1.4545
18.0          11.0       300.0      2.7448
18.0          12.0        30.0      3.4095
18.0          13.0       240.0      2.4628
18.0          14.0         0.0      2.4628
18.0          15.0       270.0      1.5237
18.0          16.0       210.0      1.6721
18.0          17.0         0.0      1.9522
18.0          18.0        30.0      2.7026
18.0          19.0       150.0      1.5002
18.0          20.0         0.0       2.077
18.0          21.0       150.0      1.5961
18.0          22.0       270.0      1.8067
18.0          23.0       210.0      1.6721
18.0          24.0       270.0      1.4101
18.0          25.0         0.0      2.6611
18.0          26.0        60.0       1.621
18.0          27.0       150.0      1.3884
18.0          28.0       150.0      1.4321
18.0          29.0       150.0      1.5474
18.0          30.0       210.0      1.8349
18.0          31.0         0.0      1.9522
18.0          32.0       150.0      1.4101
18.0          33.0         0.0      2.5799
18.0          34.0       150.0      1.4545
18.0          35.0         0.0      2.6611
18.0          36.0       150.0      1.4545
18.0          37.0       330.0      2.1423
18.0          38.0       150.0      1.5237
18.0          39.0       330.0      2.8312
18.0          40.0       150.0      1.4321
18.0          41.0         0.0      2.0136
18.0          42.0         0.0      2.6611
18.0          43.0       330.0      1.3884
18.0          44.0       180.0      2.3876
18.0          45.0       300.0      3.0121
18.0          46.0       150.0      1.7247
18.0          47.0       150.0      1.6721
18.0          48.0         0.0      2.2442
18.0          49.0         0.0      2.0136
18.0          50.0       150.0      1.5961
18.0          51.0       330.0      1.9826
18.0          52.0       120.0        0.64
18.0          53.0       150.0      1.4321
18.0          54.0       330.0      1.6982
18.0          55.0       180.0      2.2442
18.0          56.0       150.0      1.4101
18.0          57.0         0.0      1.8635
18.0          58.0         0.0      2.4249
18.0          59.0         0.0      2.3148
18.0          60.0         0.0      3.4095
18.0          61.0       150.0      1.4545
18.0          62.0       150.0      1.5474
18.0          63.0         0.0      3.0591
18.0          64.0         0.0      1.9522
18.0          65.0       330.0      2.5403
18.0          66.0       150.0      2.2097
18.0          67.0       330.0      1.9222
18.0          68.0       150.0      1.8067
18.0          69.0         0.0      1.9522
18.0          70.0         0.0      2.8312
18.0          71.0       330.0      2.6202
18.0          72.0       180.0       2.045
18.0          73.0       150.0      1.5002
18.0          74.0         0.0      2.5799
18.0          75.0       180.0      3.5716
18.0          76.0       180.0      2.7026
18.0          77.0       330.0      1.9522
18.0          78.0       330.0      2.2792
18.0          79.0       330.0      3.4095
18.0          80.0       150.0      1.5237
18.0          81.0       150.0      1.8926
18.0          82.0         0.0       2.045
18.0          83.0         0.0      1.5474
18.0          84.0       180.0      2.4628
18.0          85.0       180.0      2.7876
18.0          86.0       330.0      3.0591
18.0          87.0         0.0      3.0121
18.0          88.0         0.0       2.045
18.0          89.0       180.0      2.6611
18.0          90.0       150.0      2.0136
18.0          91.0       330.0      2.7026
18.0          92.0       330.0      2.8312
18.0          93.0       330.0      2.4628
18.0          94.0       180.0      2.5012
18.0          95.0       180.0      2.7026
18.0          96.0       330.0      2.4628
18.0          97.0       180.0      1.7789
18.0          98.0         0.0      2.8754
18.0          99.0         0.0      2.2097
18.0         100.0       330.0      2.7876
18.0         101.0       330.0      2.5403
18.0         102.0       210.0       3.684
18.0         103.0       180.0      2.7448
18.0         104.0       180.0      2.6202
18.0         105.0       150.0      1.7247
18.0         106.0         0.0      2.6202
18.0         107.0       330.0      2.5403
18.0         108.0       150.0      1.5237
18.0         109.0       330.0      2.5403
18.0         110.0       150.0      1.5716
18.0         111.0       150.0      1.7247
18.0         112.0        30.0      2.7026
18.0         113.0       150.0      2.2792
18.0         114.0       150.0      2.3876
18.0         115.0       150.0      1.5716
18.0         116.0        30.0      2.6202
18.0         117.0       150.0      2.2097
18.0         118.0       180.0      2.5799
18.0         119.0       180.0      2.8312
18.0         120.0       180.0      2.6202
18.0         121.0       180.0      3.4095
18.0         122.0       180.0      3.3055
18.0         123.0       150.0      1.4545
18.0         124.0       180.0      2.5799
18.0         125.0       210.0      1.7516
18.0         126.0       240.0      2.4249
18.0         127.0        30.0       1.305
18.0         128.0       150.0      1.5474
18.0         129.0       120.0      2.3876
18.0         130.0       150.0      2.3509
18.0         131.0       180.0      2.7026
18.0         132.0       180.0      3.0591
18.0         133.0       330.0       7.171
18.0         134.0       150.0      1.4772
18.0         135.0       150.0      2.5799
18.0         136.0       180.0      3.1069
18.0         137.0       150.0      1.4321
18.0         138.0       150.0      1.5002
18.0         139.0       150.0      1.5002
18.0         140.0        60.0      1.3461
18.0         141.0       150.0      1.5716
18.0         142.0       240.0      2.2792
18.0         143.0        60.0      1.4772
18.0         144.0       150.0      1.5474
18.0         145.0       240.0      1.7789
18.0         146.0        60.0      2.4249
18.0         147.0       150.0      1.4545
18.0         148.0       150.0      1.6721
18.0         149.0       300.0      2.8312
18.0         150.0       150.0      1.5002
18.0         151.0       120.0      3.4095
18.0         152.0        90.0      2.5799
18.0         153.0       240.0      2.4628
18.0         154.0       240.0      1.6721
18.0         155.0       180.0      2.5012
18.0         156.0       270.0      3.5168
18.0         157.0        60.0      2.3509
18.0         158.0       330.0      2.4249
18.0         159.0       240.0      2.8754
18.0         160.0        90.0      0.9139
18.0         161.0        90.0      1.8926
18.0         162.0       150.0      1.3671
18.0         163.0       120.0        0.64
18.0         164.0       240.0      2.4628
18.0         165.0       120.0      3.0591
18.0         166.0       270.0      3.6274
18.0         167.0       150.0      1.4772
18.0         168.0       270.0      1.9222
18.0         169.0       150.0      1.4101
18.0         170.0       270.0       2.077
18.0         171.0        90.0      3.4095
18.0         172.0       180.0      2.5403
18.0         173.0       150.0      1.4772
18.0         174.0         0.0      2.5799
18.0         175.0         0.0       3.684
18.0         176.0       150.0      1.4545
18.0         177.0       150.0      1.5237
18.0         178.0       120.0      3.2547
18.0         179.0         0.0      2.2097
18.0         180.0       270.0      2.6611
18.0         181.0       150.0      1.8067
18.0         182.0       240.0      2.5403
18.0         183.0        90.0       2.077
18.0         184.0        60.0      1.6982
18.0         185.0         0.0      2.1094
18.0         186.0       150.0      1.4772
18.0         187.0       150.0      1.5474
18.0         188.0         0.0      2.5799
18.0         189.0       150.0      1.4772
18.0         190.0       210.0      1.5002
18.0         191.0       270.0      3.4627
18.0         192.0       330.0       1.285
18.0         193.0         0.0      2.7026
18.0         194.0       150.0      1.3884
18.0         195.0        30.0      1.5002
18.0         196.0        90.0       2.077
18.0         197.0       150.0      1.4772
18.0         198.0       210.0      1.6721
18.0         199.0       150.0      1.4101
18.0         200.0       300.0      2.9202
18.0         201.0       240.0      2.1423
18.0         202.0         0.0      1.8926
18.0         203.0       240.0      2.5799
18.0         204.0       270.0      1.4772
18.0         205.0       300.0      2.8754
18.0         206.0       330.0      1.2458
18.0         207.0       150.0      1.4321
18.0         208.0        30.0       1.305
18.0         209.0       120.0      2.3148
18.0         210.0       240.0      2.5012
18.0         211.0       270.0      2.3509
18.0         212.0       120.0      0.8724
19.0           0.0       210.0       2.077
19.0           1.0        30.0      2.5012
19.0           2.0       300.0       2.045
19.0           3.0       300.0       2.077
19.0           4.0       120.0      1.4321
19.0           5.0       300.0      2.3876
19.0           6.0         0.0      2.6611
19.0           7.0        30.0      2.4628
19.0           8.0        30.0      2.5012
19.0           9.0       270.0      1.8067
19.0          10.0       300.0      1.9522
19.0          11.0       120.0      1.7516
19.0          12.0       270.0       2.077
19.0          13.0       270.0      2.1757
19.0          14.0       300.0      1.8926
19.0          15.0       300.0      1.8349
19.0          16.0       210.0      2.6611
19.0          17.0       330.0      1.9222
19.0          18.0       120.0      1.7789
19.0          19.0       210.0      2.8312
19.0          20.0       180.0      1.8926
19.0          21.0       300.0      1.9222
19.0          22.0       180.0       2.045
19.0          23.0       300.0      1.9522
19.0          24.0        30.0       2.077
19.0          25.0       300.0      1.8926
19.0          26.0       120.0      1.4321
19.0          27.0        30.0      2.5012
19.0          28.0       120.0      1.4545
19.0          29.0       120.0      1.4772
19.0          30.0       150.0      1.9222
19.0          31.0       300.0      2.3148
19.0          32.0       270.0      2.5799
19.0          33.0         0.0      1.3884
19.0          34.0       180.0      1.9826
19.0          35.0       120.0      1.7247
19.0          36.0       300.0      1.8635
19.0          37.0         0.0      3.0121
19.0          38.0       330.0      1.9826
19.0          39.0        30.0      2.3876
19.0          40.0       330.0      3.4627
19.0          41.0       150.0      1.9222
19.0          42.0       330.0      3.3571
19.0          43.0         0.0      3.1554
19.0          44.0       330.0      1.7516
19.0          45.0       180.0      3.5168
19.0          46.0         0.0      2.9658
19.0          47.0         0.0      3.2547
19.0          48.0        30.0      2.5012
19.0          49.0         0.0      2.9202
19.0          50.0         0.0      2.6202
19.0          51.0         0.0      2.9202
19.0          52.0         0.0      3.3055
19.0          53.0       180.0      1.5716
19.0          54.0       330.0      3.3055
19.0          55.0       330.0      3.5168
19.0          56.0       330.0      3.3571
19.0          57.0       180.0      1.6982
19.0          58.0         0.0      2.9202
19.0          59.0         0.0      2.7876
19.0          60.0       180.0      1.8926
19.0          61.0       180.0      1.5237
19.0          62.0        30.0      2.3876
19.0          63.0       150.0      1.9222
19.0          64.0         0.0      3.3055
19.0          65.0       180.0      0.9282
19.0          66.0         0.0      3.3055
19.0          67.0       180.0      4.6476
19.0          68.0       330.0      3.5716
19.0          69.0         0.0      2.7448
19.0          70.0       330.0      3.5168
19.0          71.0       330.0      3.5716
19.0          72.0       150.0      2.0136
19.0          73.0       330.0      3.3055
19.0          74.0         0.0      2.7876
19.0          75.0        30.0      2.4249
19.0          76.0       300.0      2.2792
19.0          77.0       330.0      3.3571
19.0          78.0         0.0      3.1069
19.0          79.0       330.0      3.2547
19.0          80.0       210.0      2.4628
19.0          81.0         0.0      2.7876
19.0          82.0       330.0      3.5168
19.0          83.0       210.0      2.7876
19.0          84.0         0.0      2.6611
19.0          85.0       180.0      3.6274
19.0          86.0       330.0       3.684
19.0          87.0       330.0      3.6274
19.0          88.0       180.0      1.5237
19.0          89.0       180.0      1.3254
19.0          90.0       150.0      5.8631
19.0          91.0       150.0      5.2607
19.0          92.0       180.0      4.3684
19.0          93.0       210.0      2.5799
19.0          94.0       330.0      3.5716
19.0          95.0        30.0      2.3148
19.0          96.0        30.0      1.9522
19.0          97.0       330.0        4.17
19.0          98.0       120.0      1.3884
19.0          99.0       180.0      2.1757
19.0         100.0       180.0      3.5168
19.0         101.0       330.0      3.5716
19.0         102.0       180.0      3.0121
19.0         103.0         0.0      2.8312
19.0         104.0        30.0      2.3148
19.0         105.0       150.0      3.7415
19.0         106.0       120.0      1.6721
19.0         107.0       210.0      2.8312
19.0         108.0        30.0      2.2792
19.0         109.0       300.0      4.8686
19.0         110.0       120.0      1.8349
19.0         111.0       150.0      4.3012
19.0         112.0       300.0      5.2607
19.0         113.0       330.0      3.3055
19.0         114.0       330.0      3.4627
19.0         115.0       180.0      4.5058
19.0         116.0        30.0      1.8926
19.0         117.0         0.0      3.0591
19.0         118.0        60.0      1.9522
19.0         119.0       330.0      3.6274
19.0         120.0       300.0      1.7516
19.0         121.0       180.0      0.9282
19.0         122.0        60.0      1.8635
19.0         123.0       270.0       1.621
19.0         124.0        60.0      2.0136
19.0         125.0       240.0      3.0591
19.0         126.0       300.0      1.7247
19.0         127.0       150.0      2.5012
19.0         128.0        30.0      2.4628
19.0         129.0         0.0      3.1069
19.0         130.0        30.0      2.4628
19.0         131.0        90.0      2.5799
19.0         132.0       120.0      3.4095
19.0         133.0       240.0      3.2547
19.0         134.0         0.0      2.7448
19.0         135.0       240.0      3.6274
19.0         136.0       120.0      1.5716
19.0         137.0        30.0      2.4249
19.0         138.0       270.0      3.3571
19.0         139.0       270.0      2.2097
19.0         140.0       240.0      3.6274
19.0         141.0       120.0      1.5474
19.0         142.0       240.0      3.3571
19.0         143.0       270.0       2.077
19.0         144.0       120.0      1.7516
19.0         145.0        90.0      2.2792
19.0         146.0       330.0      3.2547
19.0         147.0       240.0      3.5716
19.0         148.0       270.0      2.3876
19.0         149.0       270.0      2.3876
19.0         150.0        90.0      2.6611
19.0         151.0        90.0      3.3055
19.0         152.0       240.0      3.5716
19.0         153.0        90.0      2.5012
19.0         154.0        90.0      1.8349
19.0         155.0        90.0      1.9222
19.0         156.0       270.0      1.9522
19.0         157.0        90.0      2.4628
19.0         158.0       240.0      3.5716
19.0         159.0       270.0      2.5403
19.0         160.0       270.0      2.1757
19.0         161.0       330.0      3.4627
19.0         162.0       120.0      3.2547
19.0         163.0        90.0      2.5403
19.0         164.0        60.0      1.6982
19.0         165.0       300.0      3.2547
19.0         166.0       300.0      1.9522
19.0         167.0       270.0      2.5403
19.0         168.0       240.0      3.5168
19.0         169.0       270.0      3.4095
19.0         170.0       270.0      2.5012
19.0         171.0       240.0      3.4627
19.0         172.0         0.0      1.3884
19.0         173.0        90.0      3.1069
19.0         174.0        30.0      2.5403
19.0         175.0       270.0      0.8724
19.0         176.0       330.0      1.6721
19.0         177.0       270.0      2.5012
19.0         178.0       270.0      2.4249
19.0         179.0       270.0      1.6464
19.0         180.0       300.0      2.5403
19.0         181.0        60.0      1.7789
19.0         182.0       330.0      5.5109
19.0         183.0       240.0      3.5168
19.0         184.0       240.0      2.8754
19.0         185.0       210.0      1.8926
19.0         186.0       270.0      2.3148
19.0         187.0       300.0      2.1423
19.0         188.0       300.0      1.8926
19.0         189.0       300.0      2.5012
20.0           0.0       210.0      3.2547
20.0           1.0       270.0      1.9222
20.0           2.0       300.0      2.2097
20.0           3.0       330.0      2.5012
20.0           4.0       330.0      1.2652
20.0           5.0         0.0      2.5799
20.0           6.0       330.0      2.5403
20.0           7.0       270.0      1.9222
20.0           8.0        30.0       2.045
20.0           9.0       270.0      1.9222
20.0          10.0       120.0      1.3254
20.0          11.0       330.0      2.2792
20.0          12.0       300.0      2.2792
20.0          13.0       210.0      3.5168
20.0          14.0       330.0      2.5012
20.0          15.0         0.0      2.5799
20.0          16.0       180.0      2.5403
20.0          17.0       120.0      1.2458
20.0          18.0       150.0      2.4249
20.0          19.0       120.0      1.2652
20.0          20.0       330.0      2.6611
20.0          21.0       330.0      2.1094
20.0          22.0       330.0      0.9574
20.0          23.0       180.0      2.5799
20.0          24.0       330.0      2.5012
20.0          25.0         0.0      3.4627
20.0          26.0       150.0      2.1094
20.0          27.0         0.0      1.8067
20.0          28.0         0.0      3.5716
20.0          29.0       330.0      2.3509
20.0          30.0         0.0      2.2792
20.0          31.0         0.0      2.5403
20.0          32.0       330.0      0.9427
20.0          33.0       330.0      2.5799
20.0          34.0       330.0      2.1423
20.0          35.0         0.0      3.1554
20.0          36.0       330.0      2.2097
20.0          37.0       330.0      2.5403
20.0          38.0         0.0      3.9195
20.0          39.0       180.0      2.7876
20.0          40.0       180.0      3.1554
20.0          41.0       180.0      3.3571
20.0          42.0       180.0       1.621
20.0          43.0       330.0      2.4249
20.0          44.0       330.0      2.5799
20.0          45.0       330.0      2.6611
20.0          46.0       330.0      2.3876
20.0          47.0       150.0      2.4249
20.0          48.0         0.0      1.9522
20.0          49.0       180.0       2.045
20.0          50.0       180.0      3.1554
20.0          51.0         0.0      2.5403
20.0          52.0       330.0      2.9202
20.0          53.0       180.0      3.1554
20.0          54.0       180.0      3.0591
20.0          55.0       150.0      2.6611
20.0          56.0       330.0      3.2547
20.0          57.0       150.0      2.5012
20.0          58.0       180.0      3.1554
20.0          59.0       330.0      2.7876
20.0          60.0       150.0      2.7448
20.0          61.0       330.0      3.0121
20.0          62.0       330.0      3.0121
20.0          63.0       180.0      3.2046
20.0          64.0       330.0      1.4101
20.0          65.0       330.0      2.7876
20.0          66.0       180.0      3.4627
20.0          67.0       180.0      2.9658
20.0          68.0         0.0      3.9807
20.0          69.0       330.0      2.9658
20.0          70.0       180.0      3.2046
20.0          71.0       150.0      3.1069
20.0          72.0       150.0      2.0136
20.0          73.0       330.0      2.9658
20.0          74.0       150.0      5.2607
20.0          75.0       210.0      2.6611
20.0          76.0       180.0      3.5716
20.0          77.0       330.0      2.7026
20.0          78.0       210.0      2.2442
20.0          79.0       150.0      2.6611
20.0          80.0       120.0      1.6721
